Progress,Duration (in seconds),Finished,RecordedDate,Q_RecaptchaScore,Q4,Q5,Q4,Q90,Q90_4_TEXT,Q91,Q5,Q5_3_TEXT,Q5_9_TEXT,Q6,Q6_8_TEXT,Q7,Q8,Q8_7_TEXT,Q9,Q10,Q10_7_TEXT,Q12,Q13,Q14,Q14_8_TEXT,Q16,Q18,Q18_9_TEXT,Q19,Q19_5_TEXT,Q20,Q20_1_TEXT,Q21,Q21_5_TEXT,Q22,Q24,Q25,Q23,Q27_1,Q27_2,Q27_3,Q27_4,Q27_5,Q28_1,Q28_2,Q28_3,Q28_4,Q28_5,Q29_1,Q29_2,Q29_3,Q29_4,Q29_5,Q29_6,Q31,Q33,Q34,Q36,Q37_1,Q37_2,Q39_1,Q39_2,Q39_3,Q39_4,Q39_5,Q39_6,Q39_7,Q39_8,Q39_9,Q40,Q40_7_TEXT,Q41,Q42_1,Q42_2,Q42_3,Q44_1,Q44_2,Q44_3,Q44_4,Q44_5,Q44_6,Q44_7,Q44_8,Q44_9,Q46_1,Q46_2,Q46_3,Q46_4,Q46_5,Q46_6,Q46_7,Q47,Q47_8_TEXT,Q48,Q66,Q67,Q95,Q95_9_TEXT,Q102,Q102_9_TEXT,Q93_1,Q93_2,Q58,Q68,Q68_7_TEXT,Q59,Q59_7_TEXT,Q60,Q61_1,Q61_2,Q61_3,Q96_1,Q96_2,Q96_3,Q96_4,Q96_5,Q96_6,Q96_7,Q96_8,Q96_9,Q70,Q65_1,Q65_2,Q65_3,Q65_4,Q65_5,Q65_6,Q65_7,Q65_8,Q65_9,Q66,Q66_8_TEXT,Q71,Q67,Q84,Q84_8_TEXT,Q88,Q88_8_TEXT,Q89
100,993,TRUE,2023-03-06 20:46,,Yes,Yes,18-24,Male,,,White or European descent,,,Full-time employment,,60000,Rented apartment/condo,,,Roommate(s),,No,1,Cat,,I have used drugs once or twice in the past six months,Cannabis,,"Injection,Oral consumption",,No,,At a safe injection site,,No,,Yes,,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,About half the time,About half the time,About half the time,Most of the time,Most of the time,Most of the time,,Option 1: I have not experienced an animal emergency where my pet has accidentally ingested drugs.,,Moderately concerned,Somewhat agree,Neither agree nor disagree,6,4,8,5,3,2,7,1,9,"It is convenient/close by,I have a prior relationship with the veterinarian or healthcare staff,I DO NOT have a prior relationship with the veterinarian of health care staff",,Somewhat concerned,Somewhat agree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,"Using respectful language (ie. avoiding terms like ""addict"", ""junkie"", etc.),Emphasizing a commitment to helping your animal,Discussing patient-vet confidentiality,Providing assurance that accidents happen, that it was not your fault",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1671,TRUE,2023-03-06 20:57,,Yes,Yes,18-24,Male,,No,White or European descent,,,Full-time employment,,70000,Rented apartment/condo,,Kensington-Cedar Cottage,Partner/spouse,,No,1,Cat,,I have used drugs once or twice in the past six months,Cannabis,,Oral consumption,,No,,Outside or in a public place,,No,,No,,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,About half the time,Most of the time,Always,Most of the time,About half the time,Most of the time,,Option 1: I have not experienced an animal emergency where my pet has accidentally ingested drugs.,,Extremely concerned,Strongly agree,Somewhat agree,2,1,7,8,3,9,5,4,6,"It is open/available at the time of the emergency,It is convenient/close by,I have a prior relationship with the veterinarian or healthcare staff,I DO NOT have a prior relationship with the veterinarian of health care staff,I am confident in the veterinary or health care staff knowledge of the situation",,Extremely concerned,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,"Avoiding non-incriminatory questions (ex. ""Were these your drugs?""),Emphasizing a commitment to helping your animal,Discussing patient-vet confidentiality,Maintaining a friendly, non-judgmental demeanor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1537,TRUE,2023-03-06 20:58,,Yes,Yes,18-24,Male,,No,White or European descent,,,Full-time employment,,70000,Rented apartment/condo,,Shaughnessy,Partner/spouse,,No,1,Cat,,I have used drugs once or twice in the past six months,Cannabis,,Oral consumption,,No,,Outside or in a public place,,No,,No,,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,About half the time,Most of the time,Always,Most of the time,About half the time,Most of the time,,Option 1: I have not experienced an animal emergency where my pet has accidentally ingested drugs.,,Extremely concerned,Strongly agree,Somewhat agree,2,6,4,5,9,7,3,1,8,"It is open/available at the time of the emergency,It is convenient/close by,I have a prior relationship with the veterinarian or healthcare staff,I DO NOT have a prior relationship with the veterinarian of health care staff,I am confident in the veterinary or health care staff knowledge of the situation",,Extremely concerned,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,"Avoiding non-incriminatory questions (ex. ""Were these your drugs?""),Emphasizing a commitment to helping your animal,Discussing patient-vet confidentiality,Maintaining a friendly, non-judgmental demeanor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,311,TRUE,2023-03-06 22:04,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,493,TRUE,2023-03-06 22:13,,Yes,Yes,25-34,Male,,No,White or European descent,,,"Full-time employment,Piecework/contract work",,36000,House,,Strathcona,Partner/spouse,,Dependent adult(s),1,Dog,,I have used drugs once or twice in the past six months,"Cannabis,Cocaine, crack",,Smoking/inhalation,,No,,At home,,No,Quite concerned,Yes,z,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,About half the time,Most of the time,Most of the time,Always,Most of the time,Always,z,Option 1: I have not experienced an animal emergency where my pet has accidentally ingested drugs.,z,Extremely concerned,Somewhat agree,Strongly agree,,,,,,,,,,I am confident in the veterinary or health care staff knowledge of the situation,,Quite concerned,Neither agree nor disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,"Using respectful language (ie. avoiding terms like ""addict"", ""junkie"", etc.)",,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,89,TRUE,2023-03-06 22:47,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,3728,TRUE,2023-03-06 23:01,,Yes,Yes,18-24,Female,,No,White or European descent,,,"Full-time employment,Piecework/contract work",,20000,House,,Maple Ridge,Partner/spouse,,"Children (yours or someone else's),No",1,"Dog,Other small mammal",,I use drugs multiple times a week,"Cannabis,Cocaine, crack",,Smoking/inhalation,,No,,At home,,No,Extremely concerned,Yes,z_content(Please describe the measures you use to prevent others from accessing your drugs:),Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,About half the time,Always,Always,Always,Always,Most of the time,z_content(),Option 1: I have not experienced an animal emergency where my pet has accidentally ingested drugs.,z_content(),Extremely concerned,Strongly agree,Strongly agree,,,,,,,,,,"It is open/available at the time of the emergency,I am confident in the veterinary or health care staff knowledge of the situation",,Extremely concerned,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,"Maintaining a friendly, non-judgmental demeanor",,z_content(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,252,TRUE,2023-03-06 23:14,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,619,TRUE,2023-03-06 23:25,,Yes,Yes,25-34,Male,,,East Asian,,,Full-time employment,,150000,"Staying with someone else (family, friend)",,Arbutus-Ridge,Roommate(s),,No,1,Dog,,I have used drugs once or twice a month for the past six months,"Hallucinogens (ex. LSD, magic mushrooms, MDMA/ecstacy)",,Oral consumption,,No,,At home,,No,,No,,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,About half the time,Sometimes,About half the time,Most of the time,About half the time,About half the time,,Option 1: I have not experienced an animal emergency where my pet has accidentally ingested drugs.,,Somewhat concerned,Neither agree nor disagree,Somewhat agree,5,8,7,3,6,4,9,1,2,It is open/available at the time of the emergency,,Somewhat concerned,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,"Using respectful language (ie. avoiding terms like ""addict"", ""junkie"", etc.),Avoiding non-incriminatory questions (ex. ""Were these your drugs?""),Emphasizing a commitment to helping your animal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,190,TRUE,2023-03-06 23:29,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,190,TRUE,2023-03-06 23:29,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,189,TRUE,2023-03-06 23:29,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,190,TRUE,2023-03-06 23:29,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,188,TRUE,2023-03-06 23:29,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,192,TRUE,2023-03-06 23:29,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,293,TRUE,2023-03-06 23:30,,Yes,Yes,25-34,Male,,No,Middle Eastern,,,Full-time employment,,100000,House,,,Partner/spouse,,Children (yours or someone else's),0,Other,,I have used drugs once or twice a month for the past six months,Other,,Snorting,,Yes (please specify),,At home,,Yes,Somewhat concerned,Yes,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,About half the time,About half the time,Sometimes,Most of the time,About half the time,About half the time,,Option 2: I have experienced an animal emergency where my pet has accidentally ingested drugs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2-5 times,Other,,,,Somewhat disagree,Somewhat agree,Went to an emergency animal hospital,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,129,TRUE,2023-03-06 23:35,,Yes,Yes,25-34,Male,,Yes,White or European descent,,,Full-time employment,,,Shelter or other community-based organization (ex. church),,Grandview-Woodland,Partner/spouse,,No,1,Dog,,I have used drugs once or twice in the past six months,"Hallucinogens (ex. LSD, magic mushrooms, MDMA/ecstacy)",,Smoking/inhalation,,No,,"At a friend's, partner's, or relative's home",,Yes,,Yes,N/A,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Most of the time,Always,Most of the time,About half the time,Most of the time,Most of the time,N/A,Option 1: I have not experienced an animal emergency where my pet has accidentally ingested drugs.,N/A,Moderately concerned,Somewhat agree,Strongly agree,5,3,8,6,7,9,4,1,2,I have a prior relationship with the veterinarian or healthcare staff,,Not at all concerned,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Emphasizing a commitment to helping your animal,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,117,TRUE,2023-03-06 23:38,,Yes,Yes,25-34,Male,,Yes,White or European descent,,,Part-time employment,,100000,"Staying with someone else (family, friend)",,UBC/West Point Grey,Parent(s),,Children (yours or someone else's),1,Cat,,I have used drugs once or twice a month for the past six months,"Amphetamines (ex. speed, meth)",,Snorting,,No,,"At a friend's, partner's, or relative's home",,Yes,Moderately concerned,Yes,N/A,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Most of the time,Always,Always,Most of the time,Always,Always,N/A,Option 1: I have not experienced an animal emergency where my pet has accidentally ingested drugs.,N/A,Somewhat concerned,Strongly agree,Strongly agree,9,8,4,7,5,3,2,1,6,I DO NOT have a prior relationship with the veterinarian of health care staff,,Somewhat concerned,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Discussing patient-vet confidentiality,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,914,TRUE,2023-03-06 23:45,,Yes,Yes,,Male,,Prefer not to say,East Asian,,,Full-time employment,,,House,,,Roommate(s),,Children (yours or someone else's),,Dog,,I have used drugs once or twice in the past six months,"Amphetamines (ex. speed, meth)",,Injection,,No,,At home,,,Extremely concerned,No,,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Sometimes,About half the time,Most of the time,Sometimes,About half the time,About half the time,,Option 1: I have not experienced an animal emergency where my pet has accidentally ingested drugs., Isatis Root,Extremely concerned,Neither agree nor disagree,Somewhat agree,8,1,9,7,2,5,4,3,6,"I have a prior relationship with the veterinarian or healthcare staff,I DO NOT have a prior relationship with the veterinarian of health care staff",,Moderately concerned,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,"Discussing patient-vet confidentiality,Maintaining a friendly, non-judgmental demeanor",,without ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,915,TRUE,2023-03-06 23:45,,Yes,Yes,,Male,,Prefer not to say,East Asian,,,Full-time employment,,,House,,,Roommate(s),,Children (yours or someone else's),,Dog,,I have used drugs once or twice in the past six months,"Amphetamines (ex. speed, meth)",,Injection,,No,,At home,,,Extremely concerned,No,,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Sometimes,About half the time,Most of the time,Sometimes,About half the time,About half the time,,Option 1: I have not experienced an animal emergency where my pet has accidentally ingested drugs., Isatis Root,Extremely concerned,Neither agree nor disagree,Somewhat agree,4,6,5,7,3,2,9,1,8,"I have a prior relationship with the veterinarian or healthcare staff,I DO NOT have a prior relationship with the veterinarian of health care staff",,Moderately concerned,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,"Discussing patient-vet confidentiality,Maintaining a friendly, non-judgmental demeanor",,without ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,915,TRUE,2023-03-06 23:45,,Yes,Yes,,Male,,Prefer not to say,East Asian,,,Full-time employment,,,House,,,Roommate(s),,Children (yours or someone else's),,Dog,,I have used drugs once or twice in the past six months,"Amphetamines (ex. speed, meth)",,Injection,,No,,At home,,,Extremely concerned,No,,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Sometimes,About half the time,Most of the time,Sometimes,About half the time,About half the time,,Option 1: I have not experienced an animal emergency where my pet has accidentally ingested drugs., Isatis Root,Extremely concerned,Neither agree nor disagree,Somewhat agree,9,3,7,4,8,1,5,2,6,"I have a prior relationship with the veterinarian or healthcare staff,I DO NOT have a prior relationship with the veterinarian of health care staff",,Moderately concerned,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,"Discussing patient-vet confidentiality,Maintaining a friendly, non-judgmental demeanor",,without ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
